dh_co_111	dh_o_111	dh_co_100	dh_o_100	dh_co_110	dh_o_110	dh_co_211	dh_o_211
2.29	-8.29	-3.15	-5.26	2.2	7.92	-2.06	3.86
4.79	4.21	4.35	7.24	-5.3	5.42	-9.56	6.36
-5.21	-5.79	-5.65	-2.76	4.7	-4.58	0.44	-3.64
-0.21	9.21	-0.65	2.24	9.7	0.42	5.44	1.36
9.79	-0.79	9.35	-7.76	-0.3	-9.58	-4.56	-8.64
9.72	0.85	4.42	1.22	8.84	-2.78	8.17	-5.44
-0.28	-9.15	-5.58	-8.78	-1.16	7.22	-1.83	4.56
-5.28	5.85	-0.58	6.22	-6.16	-7.78	-6.83	-0.44
4.72	-4.15	9.42	-3.78	3.84	2.22	3.17	9.56
2.22	8.35	-8.08	3.72	-8.66	4.72	5.67	2.06
-7.78	-1.65	1.92	-6.28	1.34	-5.28	-4.33	-7.94
-2.78	3.35	6.92	8.72	6.34	9.72	-9.33	7.06
7.22	-6.65	-3.08	-1.28	-3.66	-0.28	0.67	-2.94
5.97	7.1	8.17	-5.03	-2.41	-1.53	9.42	5.81
-4.03	-2.9	-1.83	4.97	7.59	8.47	-0.58	-4.19
-9.03	2.1	-6.83	-0.03	2.59	-6.53	-5.58	0.81
0.97	-7.9	3.17	9.97	-7.41	3.47	4.42	-9.19
3.47	4.6	-4.33	-7.53	0.09	0.97	6.92	-1.69
-6.53	-5.4	5.67	2.47	-9.91	-9.03	-3.08	8.31
-1.53	9.6	0.67	-2.53	-4.91	5.97	-8.08	-6.69
8.47	-0.4	-9.33	7.47	5.09	-4.03	1.92	3.31
7.84	8.97	-2.45	8.1	4.46	-9.66	-2.45	7.69
-2.16	-1.03	7.55	-1.9	-5.54	0.34	7.55	-2.31
-7.16	3.97	2.55	3.1	-0.54	-4.66	2.55	2.69
2.84	-6.03	-7.45	-6.9	9.46	5.34	-7.45	-7.31
0.34	1.47	5.05	5.6	-3.04	7.84	-4.95	-4.81
-9.66	-8.53	-4.95	-4.4	6.96	-2.16	5.05	5.19
-4.66	6.47	-9.95	0.6	1.96	2.84	0.05	-9.81
5.34	-3.53	0.05	-9.4	-8.04	-7.16	-9.95	0.19
6.59	2.72	-6.2	-3.15	-6.79	-5.91	-1.2	-8.56
-3.41	-7.28	3.8	6.85	3.21	4.09	8.8	1.44
-8.41	7.72	8.8	-8.15	8.21	-0.91	3.8	-3.56
1.59	-2.28	-1.2	1.85	-1.79	9.09	-6.2	6.44
4.09	5.22	1.3	-0.65	5.71	6.59	-3.7	3.94
-5.91	-4.78	-8.7	9.35	-4.29	-3.41	6.3	-6.06
-0.91	0.22	-3.7	-5.65	-9.29	1.59	1.3	8.94
9.09	-9.78	6.3	4.35	0.71	-8.41	-8.7	-1.06
8.78	6.16	-7.14	-7.84	-4.6	9.4	3.49	1.75
-1.22	-3.84	2.86	2.16	5.4	-0.6	-6.51	-8.25
-6.22	1.16	7.86	-2.84	0.4	4.4	-1.51	6.75
3.78	-8.84	-2.14	7.16	-9.6	-5.6	8.49	-3.25
1.28	3.66	0.36	-5.34	2.9	-8.1	0.99	-5.75
-8.72	-6.34	-9.64	4.66	-7.1	1.9	-9.01	4.25
-3.72	8.66	-4.64	-0.34	-2.1	-3.1	-4.01	-0.75
6.28	-1.34	5.36	9.66	7.9	6.9	5.99	9.25
5.03	2.41	-0.89	3.41	6.65	5.65	4.74	-2.0
-4.97	-7.59	9.11	-6.59	-3.35	-4.35	-5.26	8.0
-9.97	7.41	4.11	8.41	-8.35	0.65	-0.26	-7.0
0.03	-2.59	-5.89	-1.59	1.65	-9.35	9.74	3.0
2.53	9.91	6.61	0.91	-5.85	-6.85	2.24	5.5
-7.47	-0.09	-3.39	-9.09	4.15	3.15	-7.76	-4.5
-2.47	4.91	-8.39	5.91	9.15	-1.85	-2.76	0.5
7.53	-5.09	1.61	-4.09	-0.85	8.15	7.24	-9.5
8.15	4.29	9.74	-0.97	-8.97	2.53	-7.14	-3.88
-1.85	-5.71	-0.26	9.03	1.03	-7.47	2.86	6.12
-6.85	9.29	-5.26	-5.97	6.03	7.53	7.86	-8.88
3.15	-0.71	4.74	4.03	-3.97	-2.47	-2.14	1.12
0.65	6.79	-2.76	-3.47	8.53	-4.97	-9.64	8.62
-9.35	-3.21	7.24	6.53	-1.47	5.03	0.36	-1.38
-4.35	1.79	2.24	-8.47	-6.47	-9.97	5.36	3.62
5.65	-8.21	-7.76	1.53	3.53	0.03	-4.64	-6.38
6.9	8.04	3.49	5.28	2.28	1.28	-5.89	4.87
-3.1	-1.96	-6.51	-4.72	-7.72	-8.72	4.11	-5.13
-8.1	3.04	-1.51	0.28	-2.72	6.28	9.11	9.87
1.9	-6.96	8.49	-9.72	7.28	-3.72	-0.89	-0.13
4.4	0.54	-9.01	7.78	-0.22	-1.22	-8.39	-7.63
-5.6	-9.46	0.99	-2.22	9.78	8.78	1.61	2.37
-0.6	5.54	5.99	2.78	4.78	-6.22	6.61	-2.63
9.4	-4.46	-4.01	-7.22	-5.22	3.78	-3.39	7.37
9.56	8.51	5.83	-4.87	5.56	0.19	1.14	0.65
-0.44	-1.49	-4.17	5.13	-4.44	-9.81	-8.86	-9.35
-5.44	3.51	-9.17	-9.87	-9.44	5.19	-3.86	5.65
4.56	-6.49	0.83	0.13	0.56	-4.81	6.14	-4.35
2.06	1.01	-1.67	-2.37	-6.94	-2.31	3.64	-6.85
-7.94	-8.99	8.33	7.63	3.06	7.69	-6.36	3.15
-2.94	6.01	3.33	-7.37	8.06	-7.31	-1.36	-1.85
7.06	-3.99	-6.67	2.63	-1.94	2.69	8.64	8.15
5.81	4.76	2.08	8.88	-3.19	3.94	2.39	-0.6
-4.19	-5.24	-7.92	-1.12	6.81	-6.06	-7.61	9.4
-9.19	9.76	-2.92	3.88	1.81	8.94	-2.61	-5.6
0.81	-0.24	7.08	-6.12	-8.19	-1.06	7.39	4.4
3.31	7.26	-5.42	6.38	4.31	-3.56	4.89	6.9
-6.69	-2.74	4.58	-3.62	-5.69	6.44	-5.11	-3.1
-1.69	2.26	9.58	1.38	-0.69	-8.56	-0.11	1.9
8.31	-7.74	-0.42	-8.62	9.31	1.44	9.89	-8.1
7.69	1.63	-8.54	-6.75	1.18	7.06	-9.48	-3.72
-2.31	-8.37	1.46	3.25	-8.82	-2.94	0.52	6.28
-7.31	6.63	6.46	-1.75	-3.82	2.06	5.52	-8.72
2.69	-3.37	-3.54	8.25	6.18	-7.94	-4.48	1.28
0.19	9.13	3.96	-9.25	-1.32	-5.44	-6.98	8.78
-9.81	-0.87	-6.04	0.75	8.68	4.56	3.02	-1.22
-4.81	4.13	-1.04	-4.25	3.68	-0.44	8.02	3.78
5.19	-5.87	8.96	5.75	-6.32	9.56	-1.98	-6.22
6.44	5.38	-4.79	2.0	-7.57	8.31	-8.23	2.53
-3.56	-4.62	5.21	-8.0	2.43	-1.69	1.77	-7.47
-8.56	0.38	0.21	7.0	7.43	3.31	6.77	7.53
1.44	-9.62	-9.79	-3.0	-2.57	-6.69	-3.23	-2.47
3.94	2.88	7.71	4.5	9.93	-9.19	-5.73	-9.97
-6.06	-7.12	-2.29	-5.5	-0.07	0.81	4.27	0.03
-1.06	7.88	-7.29	9.5	-5.07	-4.19	9.27	-4.97
8.94	-2.12	2.71	-0.5	4.93	5.81	-0.73	5.03
9.25	3.19	-3.23	6.69	-1.01	-7.0	5.83	-7.16
-0.75	-6.81	6.77	-3.31	8.99	3.0	-4.17	2.84
-5.75	8.19	1.77	1.69	3.99	-2.0	-9.17	-2.16
4.25	-1.81	-8.23	-8.31	-6.01	8.0	0.83	7.84
1.75	5.69	9.27	9.19	1.49	5.5	8.33	0.34
-8.25	-4.31	-0.73	-0.81	-8.51	-4.5	-1.67	-9.66
-3.25	0.69	-5.73	4.19	-3.51	0.5	-6.67	5.34
6.75	-9.31	4.27	-5.81	6.49	-9.5	3.33	-4.66
5.5	9.44	-9.48	-2.06	7.74	-8.25	7.08	6.59
-4.5	-0.56	0.52	7.94	-2.26	1.75	-2.92	-3.41
-9.5	4.44	5.52	-7.06	-7.26	-3.25	-7.92	1.59
0.5	-5.56	-4.48	2.94	2.74	6.75	2.08	-8.41
3.0	1.94	3.02	-4.56	-9.76	9.25	9.58	-0.91
-7.0	-8.06	-6.98	5.44	0.24	-0.75	-0.42	9.09
-2.0	6.94	-1.98	-9.56	5.24	4.25	-5.42	-5.91
8.0	-3.06	8.02	0.44	-4.76	-5.75	4.58	4.09
8.62	6.32	1.14	4.81	-5.38	-0.13	-4.79	9.72
-1.38	-3.68	-8.86	-5.19	4.62	9.87	5.21	-0.28
-6.38	1.32	-3.86	9.81	9.62	-5.13	0.21	4.72
3.62	-8.68	6.14	-0.19	-0.38	4.87	-9.79	-5.28
1.12	3.82	-6.36	2.31	7.12	2.37	-2.29	-2.78
-8.88	-6.18	3.64	-7.69	-2.88	-7.63	7.71	7.22
-3.88	8.82	8.64	7.31	-7.88	7.37	2.71	-7.78
6.12	-1.18	-1.36	-2.69	2.12	-2.63	-7.29	2.22
7.37	0.07	7.39	-8.94	3.37	-3.88	-3.54	-9.03
-2.63	-9.93	-2.61	1.06	-6.63	6.12	6.46	0.97
-7.63	5.07	-7.61	-3.94	-1.63	-8.88	1.46	-4.03
2.37	-4.93	2.39	6.06	8.37	1.12	-8.54	5.97
4.87	7.57	-0.11	-6.44	-4.13	3.62	-1.04	3.47
-5.13	-2.43	9.89	3.56	5.87	-6.38	8.96	-6.53
-0.13	2.57	4.89	-1.44	0.87	8.62	3.96	8.47
9.87	-7.43	-5.11	8.56	-9.13	-1.38	-6.04	-1.53
9.91	2.53	6.73	-5.77	-3.47	6.16	-1.87	-7.74
-0.09	-7.47	-3.27	4.23	6.53	-3.84	8.13	2.26
-5.09	7.53	-8.27	-0.77	1.53	1.16	3.13	-2.74
4.91	-2.47	1.73	9.23	-8.47	-8.84	-6.87	7.26
2.41	5.03	-0.77	-8.27	4.03	-6.34	-4.37	4.76
-7.59	-4.97	9.23	1.73	-5.97	3.66	5.63	-5.24
-2.59	0.03	4.23	-3.27	-0.97	-1.34	0.63	9.76
7.41	-9.97	-5.77	6.73	9.03	8.66	-9.37	-0.24
6.16	8.78	0.48	0.48	5.28	9.91	-0.62	8.51
-3.84	-1.22	-9.52	-9.52	-4.72	-0.09	9.38	-1.49
-8.84	3.78	-4.52	5.48	-9.72	4.91	4.38	3.51
1.16	-6.22	5.48	-4.52	0.28	-5.09	-5.62	-6.49
3.66	1.28	-7.02	2.98	-7.22	-7.59	-3.12	-3.99
-6.34	-8.72	2.98	-7.02	2.78	2.41	6.88	6.01
-1.34	6.28	7.98	7.98	7.78	-2.59	1.88	-8.99
8.66	-3.72	-2.02	-2.02	-2.22	7.41	-8.12	1.01
8.04	6.9	-8.9	-2.65	-7.84	1.79	7.51	5.38
-1.96	-3.1	1.1	7.35	2.16	-8.21	-2.49	-4.62
-6.96	1.9	6.1	-7.65	7.16	6.79	-7.49	0.38
3.04	-8.1	-3.9	2.35	-2.84	-3.21	2.51	-9.62
0.54	4.4	3.6	-0.15	9.66	-0.71	5.01	-2.12
-9.46	-5.6	-6.4	9.85	-0.34	9.29	-4.99	7.88
-4.46	9.4	-1.4	-5.15	-5.34	-5.71	-9.99	-7.12
5.54	-0.6	8.6	4.85	4.66	4.29	0.01	2.88
6.79	0.65	-2.65	8.6	0.91	3.04	8.76	-5.87
-3.21	-9.35	7.35	-1.4	-9.09	-6.96	-1.24	4.13
-8.21	5.65	2.35	3.6	-4.09	8.04	-6.24	-0.87
1.79	-4.35	-7.65	-6.4	5.91	-1.96	3.76	9.13
4.29	8.15	9.85	6.1	-1.59	-4.46	6.26	1.63
-5.71	-1.85	-0.15	-3.9	8.41	5.54	-3.74	-8.37
-0.71	3.15	-5.15	1.1	3.41	-9.46	-8.74	6.63
9.29	-6.85	4.85	-8.9	-6.59	0.54	1.26	-3.37
8.97	7.84	-4.21	2.67	8.1	-1.65	-6.55	3.82
-1.03	-2.16	5.79	-7.33	-1.9	8.35	3.45	-6.18
-6.03	2.84	0.79	7.67	-6.9	-6.65	8.45	8.82
3.97	-7.16	-9.21	-2.33	3.1	3.35	-1.55	-1.18
1.47	0.34	8.29	0.17	-9.4	0.85	-9.05	-8.68
-8.53	-9.66	-1.71	-9.83	0.6	-9.15	0.95	1.32
-3.53	5.34	-6.71	5.17	5.6	5.85	5.95	-3.68
6.47	-4.66	3.29	-4.83	-4.4	-4.15	-4.05	6.32
5.22	4.09	-7.96	-8.58	-0.65	-2.9	-5.3	-4.93
-4.78	-5.91	2.04	1.42	9.35	7.1	4.7	5.07
-9.78	9.09	7.04	-3.58	4.35	-7.9	9.7	-9.93
0.22	-0.91	-2.96	6.42	-5.65	2.1	-0.3	0.07
2.72	6.59	4.54	-6.08	1.85	4.6	-7.8	7.57
-7.28	-3.41	-5.46	3.92	-8.15	-5.4	2.2	-2.43
-2.28	1.59	-0.46	-1.08	-3.15	9.6	7.2	2.57
7.72	-8.41	9.54	8.92	6.85	-0.4	-2.8	-7.43
8.35	2.22	1.42	5.79	3.72	-6.03	2.82	-1.81
-1.65	-7.78	-8.58	-4.21	-6.28	3.97	-7.18	8.19
-6.65	7.22	-3.58	0.79	-1.28	-1.03	-2.18	-6.81
3.35	-2.78	6.42	-9.21	8.72	8.97	7.82	3.19
0.85	9.72	-6.08	8.29	-3.78	6.47	0.32	5.69
-9.15	-0.28	3.92	-1.71	6.22	-3.53	-9.68	-4.31
-4.15	4.72	8.92	3.29	1.22	1.47	-4.68	0.69
5.85	-5.28	-1.08	-6.71	-8.78	-8.53	5.32	-9.31
7.1	5.97	5.17	-0.46	-5.03	-9.78	4.07	1.94
-2.9	-4.03	-4.83	9.54	4.97	0.22	-5.93	-8.06
-7.9	0.97	-9.83	-5.46	9.97	-4.78	-0.93	6.94
2.1	-9.03	0.17	4.54	-0.03	5.22	9.07	-3.06
4.6	3.47	-2.33	-2.96	7.47	7.72	1.57	-5.56
-5.4	-6.53	7.67	7.04	-2.53	-2.28	-8.43	4.44
-0.4	8.47	2.67	-7.96	-7.53	2.72	-3.43	-0.56
9.6	-1.53	-7.33	2.04	2.47	-7.28	6.57	9.44
9.44	5.5	2.82	9.38	-2.06	-8.68	-8.9	3.66
-0.56	-4.5	-7.18	-0.62	7.94	1.32	1.1	-6.34
-5.56	0.5	-2.18	4.38	2.94	-3.68	6.1	8.66
4.44	-9.5	7.82	-5.62	-7.06	6.32	-3.9	-1.34
1.94	3.0	-9.68	6.88	0.44	8.82	-6.4	-8.84
-8.06	-7.0	0.32	-3.12	-9.56	-1.18	3.6	1.16
-3.06	8.0	5.32	1.88	-4.56	3.82	8.6	-3.84
6.94	-2.0	-4.68	-8.12	5.44	-6.18	-1.4	6.16
5.69	1.75	9.07	-4.37	9.19	-7.43	-7.65	-2.59
-4.31	-8.25	-0.93	5.63	-0.81	2.57	2.35	7.41
-9.31	6.75	-5.93	-9.37	-5.81	-2.43	7.35	-7.59
0.69	-3.25	4.07	0.63	4.19	7.57	-2.65	2.41
3.19	9.25	-3.43	-1.87	-8.31	5.07	-5.15	9.91
-6.81	-0.75	6.57	8.13	1.69	-4.93	4.85	-0.09
-1.81	4.25	1.57	-6.87	6.69	0.07	9.85	4.91
8.19	-5.75	-8.43	3.13	-3.31	-9.93	-0.15	-5.09
7.57	4.87	-0.3	1.26	-6.44	-4.31	0.48	-0.71
-2.43	-5.13	9.7	-8.74	3.56	5.69	-9.52	9.29
-7.43	9.87	4.7	6.26	8.56	-9.31	-4.52	-5.71
2.57	-0.13	-5.3	-3.74	-1.44	0.69	5.48	4.29
0.07	7.37	7.2	3.76	6.06	3.19	2.98	6.79
-9.93	-2.63	-2.8	-6.24	-3.94	-6.81	-7.02	-3.21
-4.93	2.37	-7.8	8.76	-8.94	8.19	-2.02	1.79
5.07	-7.63	2.2	-1.24	1.06	-1.81	7.98	-8.21
6.32	8.62	-6.55	-7.49	4.81	-0.56	1.73	0.54
-3.68	-1.38	3.45	2.51	-5.19	9.44	-8.27	-9.46
-8.68	3.62	8.45	-2.49	-0.19	-5.56	-3.27	5.54
1.32	-6.38	-1.55	7.51	9.81	4.44	6.73	-4.46
3.82	1.12	0.95	-9.99	-2.69	1.94	4.23	-6.96
-6.18	-8.88	-9.05	0.01	7.31	-8.06	-5.77	3.04
-1.18	6.12	-4.05	-4.99	2.31	6.94	-0.77	-1.96
8.82	-3.88	5.95	5.01	-7.69	-3.06	9.23	8.04
9.13	0.19	-5.62	-1.55	6.38	4.13	-4.21	-9.78
-0.87	-9.81	4.38	8.45	-3.62	-5.87	5.79	0.22
-5.87	5.19	9.38	-6.55	-8.62	9.13	0.79	-4.78
4.13	-4.81	-0.62	3.45	1.38	-0.87	-9.21	5.22
1.63	7.69	1.88	-4.05	-6.12	-3.37	-1.71	2.72
-8.37	-2.31	-8.12	5.95	3.88	6.63	8.29	-7.28
-3.37	2.69	-3.12	-9.05	8.88	-8.37	3.29	7.72
6.63	-7.31	6.88	0.95	-1.12	1.63	-6.71	-2.28
5.38	6.44	-1.87	7.2	-4.87	0.38	-2.96	8.97
-4.62	-3.56	8.13	-2.8	5.13	-9.62	7.04	-1.03
-9.62	1.44	3.13	2.2	0.13	5.38	2.04	3.97
0.38	-8.56	-6.87	-7.8	-9.87	-4.62	-7.96	-6.03
2.88	3.94	5.63	9.7	2.63	-2.12	-0.46	-3.53
-7.12	-6.06	-4.37	-0.3	-7.37	7.88	9.54	6.47
-2.12	8.94	-9.37	4.7	-2.37	-7.12	4.54	-8.53
7.88	-1.06	0.63	-5.3	7.63	2.88	-5.46	1.47
8.51	9.56	7.51	-9.68	2.0	8.51	5.17	7.1
-1.49	-0.44	-2.49	0.32	-8.0	-1.49	-4.83	-2.9
-6.49	4.56	-7.49	-4.68	-3.0	3.51	-9.83	2.1
3.51	-5.44	2.51	5.32	7.0	-6.49	0.17	-7.9
1.01	2.06	-4.99	-7.18	-0.5	-8.99	7.67	-0.4
-8.99	-7.94	5.01	2.82	9.5	1.01	-2.33	9.6
-3.99	7.06	0.01	-2.18	4.5	-3.99	-7.33	-5.4
6.01	-2.94	-9.99	7.82	-5.5	6.01	2.67	4.6
7.26	3.31	3.76	4.07	-9.25	7.26	6.42	-6.65
-2.74	-6.69	-6.24	-5.93	0.75	-2.74	-3.58	3.35
-7.74	8.31	-1.24	9.07	5.75	2.26	-8.58	-1.65
2.26	-1.69	8.76	-0.93	-4.25	-7.74	1.42	8.35
4.76	5.81	-8.74	1.57	8.25	-5.24	8.92	0.85
-5.24	-4.19	1.26	-8.43	-1.75	4.76	-1.08	-9.15
-0.24	0.81	6.26	6.57	-6.75	-0.24	-6.08	5.85
9.76	-9.19	-3.74	-3.43	3.25	9.76	3.92	-4.15
9.83	9.17	-7.57	5.56	-7.14	2.96	-7.57	-2.35
-0.17	-0.83	2.43	-4.44	2.86	-7.04	2.43	7.65
-5.17	4.17	7.43	0.56	7.86	7.96	7.43	-7.35
4.83	-5.83	-2.57	-9.44	-2.14	-2.04	-2.57	2.65
2.33	1.67	4.93	8.06	5.36	-4.54	-5.07	5.15
-7.67	-8.33	-5.07	-1.94	-4.64	5.46	4.93	-4.85
-2.67	6.67	-0.07	3.06	-9.64	-9.54	9.93	0.15
7.33	-3.33	9.93	-6.94	0.36	0.46	-0.07	-9.85
6.08	2.92	-3.82	-0.69	4.11	1.71	-8.82	1.4
-3.92	-7.08	6.18	9.31	-5.89	-8.29	1.18	-8.6
-8.92	7.92	1.18	-5.69	-0.89	6.71	6.18	6.4
1.08	-2.08	-8.82	4.31	9.11	-3.29	-3.82	-3.6
3.58	5.42	8.68	-3.19	-3.39	-0.79	-6.32	-6.1
-6.42	-4.58	-1.32	6.81	6.61	9.21	3.68	3.9
-1.42	0.42	-6.32	-8.19	1.61	-5.79	8.68	-1.1
8.58	-9.58	3.68	1.81	-8.39	4.21	-1.32	8.9
7.96	1.04	5.56	3.68	-1.51	9.83	1.81	4.52
-2.04	-8.96	-4.44	-6.32	8.49	-0.17	-8.19	-5.48
-7.04	6.04	-9.44	8.68	3.49	4.83	-3.19	9.52
2.96	-3.96	0.56	-1.32	-6.51	-5.17	6.81	-0.48
0.46	8.54	-1.94	1.18	0.99	-7.67	4.31	-7.98
-9.54	-1.46	8.06	-8.82	-9.01	2.33	-5.69	2.02
-4.54	3.54	3.06	6.18	-4.01	-2.67	-0.69	-2.98
5.46	-6.46	-6.94	-3.82	5.99	7.33	9.31	7.02
6.71	7.29	1.81	-7.57	9.74	6.08	0.56	-4.23
-3.29	-2.71	-8.19	2.43	-0.26	-3.92	-9.44	5.77
-8.29	2.29	-3.19	-2.57	-5.26	1.08	-4.44	-9.23
1.71	-7.71	6.81	7.43	4.74	-8.92	5.56	0.77
4.21	4.79	-5.69	-5.07	-7.76	-6.42	3.06	8.27
-5.79	-5.21	4.31	4.93	2.24	3.58	-6.94	-1.73
-0.79	9.79	9.31	-0.07	7.24	-1.42	-1.94	3.27
9.21	-0.21	-0.69	9.93	-2.76	8.58	8.06	-6.73
8.9	3.86	0.24	-3.51	1.3	-9.85	-2.88	6.08
-1.1	-6.14	-9.76	6.49	-8.7	0.15	7.12	-3.92
-6.1	8.86	-4.76	-8.51	-3.7	-4.85	2.12	1.08
3.9	-1.14	5.24	1.49	6.3	5.15	-7.88	-8.92
1.4	6.36	-7.26	-1.01	-1.2	7.65	-0.38	-1.42
-8.6	-3.64	2.74	8.99	8.8	-2.35	9.62	8.58
-3.6	1.36	7.74	-6.01	3.8	2.65	4.62	-6.42
6.4	-8.64	-2.26	3.99	-6.2	-7.35	-5.38	3.58
5.15	7.61	6.49	7.74	-9.95	-6.1	-4.13	-5.17
-4.85	-2.39	-3.51	-2.26	0.05	3.9	5.87	4.83
-9.85	2.61	-8.51	2.74	5.05	-1.1	0.87	-0.17
0.15	-7.39	1.49	-7.26	-4.95	8.9	-9.13	9.83
2.65	0.11	-1.01	5.24	7.55	6.4	-1.63	2.33
-7.35	-9.89	8.99	-4.76	-2.45	-3.6	8.37	-7.67
-2.35	5.11	3.99	0.24	-7.45	1.4	3.37	7.33
7.65	-4.89	-6.01	-9.76	2.55	-8.6	-6.63	-2.67
8.27	5.73	-2.88	-5.38	6.92	-2.98	6.49	-8.29
-1.73	-4.27	7.12	4.62	-3.08	7.02	-3.51	1.71
-6.73	0.73	2.12	-0.38	-8.08	-7.98	-8.51	-3.29
3.27	-9.27	-7.88	9.62	1.92	2.02	1.49	6.71
0.77	3.23	9.62	-7.88	-5.58	4.52	8.99	4.21
-9.23	-6.77	-0.38	2.12	4.42	-5.48	-1.01	-5.79
-4.23	8.23	-5.38	-2.88	9.42	9.52	-6.01	9.21
5.77	-1.77	4.62	7.12	-0.58	-0.48	3.99	-0.79
7.02	1.98	-9.13	0.87	-4.33	-1.73	5.24	7.96
-2.98	-8.02	0.87	-9.13	5.67	8.27	-4.76	-2.04
-7.98	6.98	5.87	5.87	0.67	-6.73	-9.76	2.96
2.02	-3.02	-4.13	-4.13	-9.33	3.27	0.24	-7.04
4.52	9.48	3.37	3.37	3.17	0.77	7.74	-4.54
-5.48	-0.52	-6.63	-6.63	-6.83	-9.23	-2.26	5.46
-0.48	4.48	-1.63	8.37	-1.83	5.77	-7.26	-9.54
9.52	-5.52	8.37	-1.63	8.17	-4.23	2.74	0.46
9.68	1.51	-1.47	-9.29	-8.54	-0.32	-0.54	6.55
-0.32	-8.49	8.53	0.71	1.46	9.68	9.46	-3.45
-5.32	6.51	3.53	-4.29	6.46	-5.32	4.46	1.55
4.68	-3.49	-6.47	5.71	-3.54	4.68	-5.54	-8.45
2.18	9.01	6.03	-6.79	8.96	2.18	-3.04	-0.95
-7.82	-0.99	-3.97	3.21	-1.04	-7.82	6.96	9.05
-2.82	4.01	-8.97	-1.79	-6.04	7.18	1.96	-5.95
7.18	-5.99	1.03	8.21	3.96	-2.82	-8.04	4.05
5.93	5.26	-5.22	4.46	0.21	-4.07	-1.79	-7.2
-4.07	-4.74	4.78	-5.54	-9.79	5.93	8.21	2.8
-9.07	0.26	9.78	9.46	-4.79	-9.07	3.21	-2.2
0.93	-9.74	-0.22	-0.54	5.21	0.93	-6.79	7.8
3.43	2.76	2.28	1.96	-2.29	3.43	-4.29	0.3
-6.57	-7.24	-7.72	-8.04	7.71	-6.57	5.71	-9.7
-1.57	7.76	-2.72	6.96	2.71	8.43	0.71	5.3
8.43	-2.24	7.28	-3.04	-7.29	-1.57	-9.29	-4.7
7.8	8.39	4.15	-2.41	-2.92	-7.2	8.84	-9.07
-2.2	-1.61	-5.85	7.59	7.08	2.8	-1.16	0.93
-7.2	3.39	-0.85	-7.41	2.08	-2.2	-6.16	-4.07
2.8	-6.61	9.15	2.59	-7.92	7.8	3.84	5.93
0.3	0.89	-8.35	-4.91	4.58	5.3	6.34	3.43
-9.7	-9.11	1.65	5.09	-5.42	-4.7	-3.66	-6.57
-4.7	5.89	6.65	-9.91	-0.42	0.3	-8.66	8.43
5.3	-4.11	-3.35	0.09	9.58	-9.7	1.34	-1.57
6.55	4.64	7.9	6.34	5.83	-8.45	7.59	9.68
-3.45	-5.36	-2.1	-3.66	-4.17	1.55	-2.41	-0.32
-8.45	9.64	-7.1	1.34	-9.17	-3.45	-7.41	4.68
1.55	-0.36	2.9	-8.66	0.83	6.55	2.59	-5.32
4.05	7.14	-4.6	8.84	-6.67	9.05	5.09	-2.82
-5.95	-2.86	5.4	-1.16	3.33	-0.95	-4.91	7.18
-0.95	2.14	0.4	3.84	8.33	4.05	-9.91	-7.82
9.05	-7.86	-9.6	-6.16	-1.67	-5.95	0.09	2.18
9.37	6.83	8.84	2.28	3.02	7.49	-5.22	-0.01
-0.63	-3.17	-1.16	-7.72	-6.98	-2.51	4.78	9.99
-5.63	1.83	-6.16	7.28	-1.98	2.49	9.78	-5.01
4.37	-8.17	3.84	-2.72	8.02	-7.51	-0.22	4.99
1.87	4.33	-3.66	4.78	-4.48	-5.01	-7.72	7.49
-8.13	-5.67	6.34	-5.22	5.52	4.99	2.28	-2.51
-3.13	9.33	1.34	9.78	0.52	-0.01	7.28	2.49
6.87	-0.67	-8.66	-0.22	-9.48	9.99	-2.72	-7.51
5.62	0.58	2.59	-6.47	-5.73	8.74	-6.47	1.24
-4.38	-9.42	-7.41	3.53	4.27	-1.26	3.53	-8.76
-9.38	5.58	-2.41	-1.47	9.27	3.74	8.53	6.24
0.62	-4.42	7.59	8.53	-0.73	-6.26	-1.47	-3.76
3.12	8.08	-9.91	-8.97	6.77	-8.76	-8.97	-6.26
-6.88	-1.92	0.09	1.03	-3.23	1.24	1.03	3.74
-1.88	3.08	5.09	-3.97	-8.23	-3.76	6.03	-1.26
8.12	-6.92	-4.91	6.03	1.77	6.24	-3.97	8.74
8.74	3.7	-6.79	9.15	8.64	0.62	4.15	3.12
-1.26	-6.3	3.21	-0.85	-1.36	-9.38	-5.85	-6.88
-6.26	8.7	8.21	4.15	-6.36	5.62	-0.85	8.12
3.74	-1.3	-1.79	-5.85	3.64	-4.38	9.15	-1.88
1.24	6.2	0.71	6.65	-8.86	-1.88	1.65	-9.38
-8.76	-3.8	-9.29	-3.35	1.14	8.12	-8.35	0.62
-3.76	1.2	-4.29	1.65	6.14	-6.88	-3.35	-4.38
6.24	-8.8	5.71	-8.35	-3.86	3.12	6.65	5.62
7.49	9.95	-0.54	-4.6	-0.11	4.37	2.9	-3.13
-2.51	-0.05	9.46	5.4	9.89	-5.63	-7.1	6.87
-7.51	4.95	4.46	-9.6	4.89	9.37	-2.1	-8.13
2.49	-5.05	-5.54	0.4	-5.11	-0.63	7.9	1.87
4.99	2.45	6.96	-2.1	2.39	-3.13	0.4	9.37
-5.01	-7.55	-3.04	7.9	-7.61	6.87	-9.6	-0.63
